id,frame_id,file_name,timestamp,edge_case_type,severity,speed_min,speed_max,accel_x_min,accel_y_max,created_at
1,2,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,1.1959261894226074,3.4622737205669583,13.12264385678362,-1.1959261894226074,0.055506229400634766,2025-10-16 10:26:24
2,2,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.3959035873413086,3.4622737205669583,13.12264385678362,-1.1959261894226074,0.055506229400634766,2025-10-16 10:26:24
3,3,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,1.27409029006958,2.7893912425030085,7.695973988654337,-1.27409029006958,0.15146467089653015,2025-10-16 10:26:24
4,3,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.4312911033630371,2.7893912425030085,7.695973988654337,-1.27409029006958,0.15146467089653015,2025-10-16 10:26:24
5,4,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.25589680671691895,1.1377414777264916,2.0775063004267387,-0.02836477756500244,0.009018421173095703,2025-10-16 10:26:24
6,6,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,0.3886289596557617,0.03223098478424177,1.766526629576996,-0.3886289596557617,0.004677094519138336,2025-10-16 10:26:24
7,6,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.18368912488222122,0.03223098478424177,1.766526629576996,-0.3886289596557617,0.004677094519138336,2025-10-16 10:26:24
8,7,test_202504211836-202504220845.tfrecord-00000-of-00266,0,evasive_maneuver,0.8709206581115723,6.00209544014716,9.747915948194475,-0.13654470443725586,0.8709206581115723,2025-10-16 10:26:24
9,7,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.14798974990844727,6.00209544014716,9.747915948194475,-0.13654470443725586,0.8709206581115723,2025-10-16 10:26:24
10,8,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.17840576171875,8.245961353202501,9.248053736741992,-0.05814933776855469,0.06668207049369812,2025-10-16 10:26:24
11,9,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,0.4604170024394989,0.0,0.4975778442349902,-0.4604170024394989,0.004400104284286499,2025-10-16 10:26:24
12,9,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.18909534811973572,0.0,0.4975778442349902,-0.4604170024394989,0.004400104284286499,2025-10-16 10:26:24
13,11,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.1329655647277832,0.9579523299926469,7.465778019137765,0.1476019024848938,0.013212213292717934,2025-10-16 10:26:24
14,12,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.14530229568481445,3.6724974452706705,5.786906897231056,-0.10032939910888672,0.10939741134643555,2025-10-16 10:26:24
15,14,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.16817279160022736,0.0021803743656053916,0.34608478120582176,-0.1920241415500641,0.012626849114894867,2025-10-16 10:26:24
16,16,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.2001018524169922,10.878841170649851,12.111828576915741,-0.26970577239990234,0.0281083881855011,2025-10-16 10:26:24
17,17,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.1306896209716797,12.995743786502969,13.41215909970234,-0.12432861328125,0.04844999313354492,2025-10-16 10:26:24
18,19,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.148176908493042,0.00950978624043958,1.426093914239576,-0.11724972724914551,0.11822479963302612,2025-10-16 10:26:24
19,20,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.16530323028564453,5.619165614884027,6.670018067398506,-0.21517229080200195,0.061066508293151855,2025-10-16 10:26:24
20,22,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.2233726903796196,0.0,0.35146311845899925,-0.17355120182037354,0.005992069840431213,2025-10-16 10:26:24
21,26,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.1332535743713379,2.214996819815857,3.8063981408724783,-0.2795441150665283,0.17366206645965576,2025-10-16 10:26:24
22,30,test_202504211836-202504220845.tfrecord-00000-of-00266,0,evasive_maneuver,0.5446157455444336,11.425609580451683,11.64720655172439,0.012850761413574219,0.5446157455444336,2025-10-16 10:26:24
23,32,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.14765357971191406,9.417351478120397,10.942676011747261,-0.3290376663208008,0.07046250998973846,2025-10-16 10:26:24
24,36,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,0.5801239013671875,0.0060521858594661145,5.153154963480029,-0.5801239013671875,0.03318989276885986,2025-10-16 10:26:24
25,36,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.21101415902376175,0.0060521858594661145,5.153154963480029,-0.5801239013671875,0.03318989276885986,2025-10-16 10:26:24
26,39,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.15988445281982422,3.0389308263415242,5.443615207871997,-0.36812734603881836,0.015655167400836945,2025-10-16 10:26:24
27,44,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,0.5840249061584473,2.588481710034279,7.00569006287345,-0.5840249061584473,0.02938985452055931,2025-10-16 10:26:24
28,44,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.185760498046875,2.588481710034279,7.00569006287345,-0.5840249061584473,0.02938985452055931,2025-10-16 10:26:24
29,45,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.13744354248046875,13.300430790450639,14.073018732479651,-0.16823863983154297,0.08882701396942139,2025-10-16 10:26:24
30,46,test_202504211836-202504220845.tfrecord-00000-of-00266,0,evasive_maneuver,0.39839255809783936,2.254000566045645,4.4462835671504575,0.02985405921936035,0.39839255809783936,2025-10-16 10:26:24
31,48,test_202504211836-202504220845.tfrecord-00000-of-00266,0,evasive_maneuver,0.8226222991943359,6.265027211267368,8.343192145498996,-0.16536998748779297,0.8226222991943359,2025-10-16 10:26:25
32,48,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.213714599609375,6.265027211267368,8.343192145498996,-0.16536998748779297,0.8226222991943359,2025-10-16 10:26:25
33,49,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.14769315719604492,4.687705106571676,5.482777166118839,-0.22926950454711914,0.11116678267717361,2025-10-16 10:26:25
34,51,test_202504211836-202504220845.tfrecord-00000-of-00266,0,evasive_maneuver,0.4485514163970947,4.441498158588777,6.880217717165703,-0.019666671752929688,0.4485514163970947,2025-10-16 10:26:25
35,51,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.6936569213867188,4.441498158588777,6.880217717165703,-0.019666671752929688,0.4485514163970947,2025-10-16 10:26:25
36,52,test_202504211836-202504220845.tfrecord-00000-of-00266,0,evasive_maneuver,0.5774537324905396,4.533176671981648,5.245757793408753,-0.1562047004699707,0.5774537324905396,2025-10-16 10:26:25
37,52,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.21753168106079102,4.533176671981648,5.245757793408753,-0.1562047004699707,0.5774537324905396,2025-10-16 10:26:25
38,55,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.1334853172302246,2.28462662787352,3.334672445289223,-0.18025851249694824,0.12788113951683044,2025-10-16 10:26:25
39,56,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,0.3923473358154297,18.148360112215325,21.773919678088873,-0.3923473358154297,0.15780013799667358,2025-10-16 10:26:25
40,58,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,0.4993095397949219,4.992104947901708,9.782872419447983,-0.4993095397949219,0.05857634171843529,2025-10-16 10:26:25
41,60,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.1281871795654297,12.190609491323634,12.653640641670018,-0.10729694366455078,0.028113842010498047,2025-10-16 10:26:25
42,62,test_202504211836-202504220845.tfrecord-00000-of-00266,0,high_jerk,0.13857918977737427,0.0,0.24522383400501233,-0.11048625409603119,0.0031848782673478127,2025-10-16 10:26:25
43,63,test_202504211836-202504220845.tfrecord-00000-of-00266,0,hard_brake,0.49973440170288086,0.002316886627252142,4.088844646442884,-0.49973440170288086,0.017295151948928833,2025-10-16 10:26:25
